card_name,card_race,card_type,card_class,description
Cursed!,INVALID,SPELL,WARLOCK,"Cursed! INVALID WARLOCK SPELL While this is in your hand, take 2 damage at the start of your turn."
Eye of Hakkar,INVALID,SPELL,NEUTRAL,Eye of Hakkar INVALID NEUTRAL SPELL Take a secret from your opponent's deck and put it into the battlefield.
Eye of Hakkar,INVALID,SPELL,NEUTRAL,Eye of Hakkar INVALID NEUTRAL SPELL Take a secret from your opponent's deck and put it into the battlefield.
Obsidian Destroyer,INVALID,MINION,WARRIOR,"Obsidian Destroyer INVALID WARRIOR MINION At the end of your turn, summon a 1/1 Scarab with Taunt."
Sinister Power,INVALID,ENCHANTMENT,WARLOCK,Sinister Power INVALID WARLOCK ENCHANTMENT +4/+4.
Scarab,BEAST,MINION,WARRIOR,Scarab BEAST WARRIOR MINION Taunt
Pit Snake,BEAST,MINION,ROGUE,Pit Snake BEAST ROGUE MINION Poisonous
Reno Jackson,INVALID,MINION,NEUTRAL,"Reno Jackson INVALID NEUTRAL MINION Battlecry: If your deck has no duplicates, fully heal your hero."
Tomb Pillager,INVALID,MINION,ROGUE,Tomb Pillager INVALID ROGUE MINION Deathrattle: Add a Coin to your hand.
Rumbling Elemental,ELEMENTAL,MINION,SHAMAN,"Rumbling Elemental ELEMENTAL SHAMAN MINION After you play a Battlecry minion, deal 2 damage to a random enemy."
Rock,INVALID,MINION,NEUTRAL,Rock INVALID NEUTRAL MINION Taunt
Keeper of Uldaman,INVALID,MINION,PALADIN,Keeper of Uldaman INVALID PALADIN MINION Battlecry: Set a minion's Attack and Health to 3.
Watched,INVALID,ENCHANTMENT,PALADIN,Watched INVALID PALADIN ENCHANTMENT Stats changed to 3/3.
Tunnel Trogg,INVALID,MINION,SHAMAN,"Tunnel Trogg INVALID SHAMAN MINION Whenever you Overload, gain +1 Attack per locked Mana Crystal."
Trogg No Stupid,INVALID,ENCHANTMENT,SHAMAN,Trogg No Stupid INVALID SHAMAN ENCHANTMENT Increased Attack.
Unearthed Raptor,INVALID,MINION,ROGUE,Unearthed Raptor INVALID ROGUE MINION Battlecry: Choose a friendly minion. Gain a copy of itsDeathrattle.
Unearthed Raptor,INVALID,ENCHANTMENT,ROGUE,Unearthed Raptor INVALID ROGUE ENCHANTMENT Copied Deathrattle from {0}.
Map to the Golden Monkey,INVALID,SPELL,NEUTRAL,Map to the Golden Monkey INVALID NEUTRAL SPELL Shuffle the Golden Monkey into your deck. Draw a card.
Golden Monkey,INVALID,MINION,NEUTRAL,Golden Monkey INVALID NEUTRAL MINION TauntBattlecry: Replace your hand and deck with Legendary minions.
Desert Camel,BEAST,MINION,HUNTER,Desert Camel BEAST HUNTER MINION Battlecry: Put a 1-Cost minion from each deck into the battlefield.
Dart Trap,INVALID,SPELL,HUNTER,"Dart Trap INVALID HUNTER SPELL Secret: After an opposing Hero Power is used, deal $5 damage to a random enemy. @spelldmg"
Fierce Monkey,BEAST,MINION,WARRIOR,Fierce Monkey BEAST WARRIOR MINION Taunt
Dark Peddler,INVALID,MINION,WARLOCK,Dark Peddler INVALID WARLOCK MINION Battlecry: Discover a1-Cost card.
Rolling Boulder,INVALID,MINION,NEUTRAL,"Rolling Boulder INVALID NEUTRAL MINION At the end of your turn, destroy the minion to the left."
Anyfin Can Happen,INVALID,SPELL,PALADIN,Anyfin Can Happen INVALID PALADIN SPELL Summon 7 Murlocs that died this game.
Sacred Trial,INVALID,SPELL,PALADIN,"Sacred Trial INVALID PALADIN SPELL Secret: After your opponent has at least 3 minions and plays another, destroy it."
Jeweled Scarab,BEAST,MINION,NEUTRAL,Jeweled Scarab BEAST NEUTRAL MINION Battlecry: Discover a3-Cost card.
Hollow,INVALID,ENCHANTMENT,NEUTRAL,Hollow INVALID NEUTRAL ENCHANTMENT Stats copied.
Naga Sea Witch,INVALID,MINION,NEUTRAL,Naga Sea Witch INVALID NEUTRAL MINION Your cards cost (5).
Seawitching,INVALID,ENCHANTMENT,NEUTRAL,Seawitching INVALID NEUTRAL ENCHANTMENT Costs (5).
Gorillabot A-3,MECHANICAL,MINION,NEUTRAL,"Gorillabot A-3 MECHANICAL NEUTRAL MINION Battlecry: If you control another Mech, Discover a Mech."
Huge Toad,BEAST,MINION,NEUTRAL,Huge Toad BEAST NEUTRAL MINION Deathrattle: Deal 1 damage to a random enemy.
Tomb Spider,BEAST,MINION,NEUTRAL,Tomb Spider BEAST NEUTRAL MINION Battlecry: Discover a Beast.
Mounted Raptor,BEAST,MINION,DRUID,Mounted Raptor BEAST DRUID MINION Deathrattle: Summon a random 1-Cost minion.
Jungle Moonkin,INVALID,MINION,DRUID,Jungle Moonkin INVALID DRUID MINION Both players haveSpell Damage +2.
Djinni of Zephyrs,ELEMENTAL,MINION,NEUTRAL,"Djinni of Zephyrs ELEMENTAL NEUTRAL MINION After you cast a spell on another friendly minion, cast a copy of it on this one."
Anubisath Sentinel,INVALID,MINION,NEUTRAL,Anubisath Sentinel INVALID NEUTRAL MINION Deathrattle: Give a random friendly minion +3/+3.
Power of the Titans,INVALID,ENCHANTMENT,NEUTRAL,Power of the Titans INVALID NEUTRAL ENCHANTMENT +3/+3.
Fossilized Devilsaur,INVALID,MINION,NEUTRAL,"Fossilized Devilsaur INVALID NEUTRAL MINION Battlecry: If you control a Beast, gain Taunt."
Fossilized,INVALID,ENCHANTMENT,NEUTRAL,Fossilized INVALID NEUTRAL ENCHANTMENT Has Taunt.
Sir Finley Mrrgglton,MURLOC,MINION,NEUTRAL,Sir Finley Mrrgglton MURLOC NEUTRAL MINION Battlecry: Discover a new basic Hero Power.
Brann Bronzebeard,INVALID,MINION,NEUTRAL,Brann Bronzebeard INVALID NEUTRAL MINION Your Battlecries trigger twice.
Bronzebeard Battlecry,INVALID,ENCHANTMENT,NEUTRAL,Bronzebeard Battlecry INVALID NEUTRAL ENCHANTMENT Your Battlecries trigger twice.
Elise Starseeker,INVALID,MINION,NEUTRAL,Elise Starseeker INVALID NEUTRAL MINION Battlecry: Shuffle the 'Map to the Golden Monkey'   into your deck.
Summoning Stone,INVALID,MINION,NEUTRAL,"Summoning Stone INVALID NEUTRAL MINION Whenever you cast a spell, summon a random minion of the same Cost."
Wobbling Runts,INVALID,MINION,NEUTRAL,Wobbling Runts INVALID NEUTRAL MINION Deathrattle: Summon three 2/2 Runts.
Rascally Runt,INVALID,MINION,NEUTRAL,"Rascally Runt INVALID NEUTRAL MINION "
Wily Runt,INVALID,MINION,NEUTRAL,"Wily Runt INVALID NEUTRAL MINION "
Grumbly Runt,INVALID,MINION,NEUTRAL,"Grumbly Runt INVALID NEUTRAL MINION "
Arch-Thief Rafaam,INVALID,MINION,NEUTRAL,Arch-Thief Rafaam INVALID NEUTRAL MINION Battlecry: Discover a powerful Artifact.
Entomb,INVALID,SPELL,PRIEST,Entomb INVALID PRIEST SPELL Choose an enemy minion.Shuffle it into your deck.
Explorer's Hat,INVALID,SPELL,HUNTER,"Explorer's Hat INVALID HUNTER SPELL Give a minion +1/+1 and ""Deathrattle: Add an Explorer's Hat to your hand."""
Explorer's Hat,INVALID,ENCHANTMENT,HUNTER,Explorer's Hat INVALID HUNTER ENCHANTMENT +1/+1. Deathrattle: Add an Explorer's Hat to your hand.
Eerie Statue,INVALID,MINION,NEUTRAL,Eerie Statue INVALID NEUTRAL MINION Can’t attack unless it’s the only minion on the battlefield.
Ancient Shade,INVALID,MINION,NEUTRAL,Ancient Shade INVALID NEUTRAL MINION Battlecry: Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.
Ancient Curse,INVALID,SPELL,NEUTRAL,Ancient Curse INVALID NEUTRAL SPELL Casts When DrawnYou take 7 damage.
Excavated Evil,INVALID,SPELL,PRIEST,Excavated Evil INVALID PRIEST SPELL Deal $3 damage to all minions.Shuffle this card into your opponent's deck. @spelldmg
Everyfin is Awesome,INVALID,SPELL,SHAMAN,Everyfin is Awesome INVALID SHAMAN SPELL Give your minions +2/+2.Costs (1) less for each Murloc you control.
Mrglllraawrrrglrur!,INVALID,ENCHANTMENT,NEUTRAL,Mrglllraawrrrglrur! INVALID NEUTRAL ENCHANTMENT +2/+2.
Raven Idol,INVALID,SPELL,DRUID,Raven Idol INVALID DRUID SPELL Choose One -Discover a minion; or Discover a spell.
Break Free,INVALID,SPELL,DRUID,Break Free INVALID DRUID SPELL Discover a minion.
Awakened,INVALID,SPELL,DRUID,Awakened INVALID DRUID SPELL Discover a spell.
Reliquary Seeker,INVALID,MINION,WARLOCK,"Reliquary Seeker INVALID WARLOCK MINION Battlecry: If you have 6 other minions, gain +4/+4."
Cursed Blade,INVALID,WEAPON,WARRIOR,Cursed Blade INVALID WARRIOR WEAPON Double all damage dealt to your hero.
Cursed Blade,INVALID,ENCHANTMENT,WARRIOR,Cursed Blade INVALID WARRIOR ENCHANTMENT Double all damage dealt to your hero.
Animated Armor,INVALID,MINION,MAGE,Animated Armor INVALID MAGE MINION Your hero can only take 1 damage at a time.
Sun Raider Phaerix,INVALID,HERO,NEUTRAL,"Sun Raider Phaerix INVALID NEUTRAL HERO "
Sun Raider Phaerix,INVALID,HERO,NEUTRAL,"Sun Raider Phaerix INVALID NEUTRAL HERO "
Blessings of the Sun,INVALID,HERO_POWER,NEUTRAL,Blessings of the Sun INVALID NEUTRAL HEROPOWER Passive Hero PowerWhoever controls the Rod of the Sun is Immune.
Blessings of the Sun,INVALID,HERO_POWER,NEUTRAL,Blessings of the Sun INVALID NEUTRAL HEROPOWER Passive Hero Power Phaerix is Immune while he controls the Rod of the Sun.
Rod of the Sun,INVALID,MINION,NEUTRAL,Rod of the Sun INVALID NEUTRAL MINION Deathrattle: Surrender this to your opponent.
Rod of the Sun,INVALID,MINION,NEUTRAL,Rod of the Sun INVALID NEUTRAL MINION Deathrattle: Surrender this to your opponent.
Heroic Mode,INVALID,ENCHANTMENT,NEUTRAL,Heroic Mode INVALID NEUTRAL ENCHANTMENT +3/+3 if Phaerix controls the Rod.
Tol'vir Hoplite,INVALID,MINION,NEUTRAL,Tol'vir Hoplite INVALID NEUTRAL MINION Deathrattle: Deal 5 damage to both heroes.
Tol'vir Hoplite,INVALID,MINION,NEUTRAL,Tol'vir Hoplite INVALID NEUTRAL MINION Deathrattle: Deal 5 damage to both heroes.
Zinaar,INVALID,HERO,NEUTRAL,"Zinaar INVALID NEUTRAL HERO "
Zinaar,INVALID,HERO,NEUTRAL,"Zinaar INVALID NEUTRAL HERO "
Djinn’s Intuition,INVALID,HERO_POWER,NEUTRAL,Djinn’s Intuition INVALID NEUTRAL HEROPOWER Draw a card.Give your opponent a Wish.
Djinn’s Intuition,INVALID,HERO_POWER,NEUTRAL,Djinn’s Intuition INVALID NEUTRAL HEROPOWER Draw a card. Gain a Mana Crystal. Give your opponent a Wish.
Wish for Power,INVALID,SPELL,NEUTRAL,Wish for Power INVALID NEUTRAL SPELL Discover a spell.
Wish for Valor,INVALID,SPELL,NEUTRAL,Wish for Valor INVALID NEUTRAL SPELL Discover a (4)-Cost card.
Wish for Glory,INVALID,SPELL,NEUTRAL,Wish for Glory INVALID NEUTRAL SPELL Discover a minion.
Wish for More Wishes,INVALID,SPELL,NEUTRAL,Wish for More Wishes INVALID NEUTRAL SPELL Gain 2 Wishes.
Wish for Companionship,INVALID,SPELL,NEUTRAL,Wish for Companionship INVALID NEUTRAL SPELL Discover a Companion.
Leokk,BEAST,MINION,HUNTER,Leokk BEAST HUNTER MINION Your minions have +1 Attack.
Misha,BEAST,MINION,HUNTER,Misha BEAST HUNTER MINION Taunt
Temple Escape,INVALID,HERO,NEUTRAL,"Temple Escape INVALID NEUTRAL HERO "
Temple Escape Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Temple Escape Enchant INVALID NEUTRAL ENCHANTMENT "
Temple Escape Enchant,INVALID,ENCHANTMENT,NEUTRAL,"Temple Escape Enchant INVALID NEUTRAL ENCHANTMENT "
Temple Escape,INVALID,HERO,NEUTRAL,"Temple Escape INVALID NEUTRAL HERO "
Escape!,INVALID,HERO_POWER,NEUTRAL,Escape! INVALID NEUTRAL HEROPOWER Encounter new obstacles!
Escape!,INVALID,HERO_POWER,NEUTRAL,Escape! INVALID NEUTRAL HEROPOWER Encounter new obstacles!
Pit of Spikes,INVALID,SPELL,NEUTRAL,Pit of Spikes INVALID NEUTRAL SPELL Choose Your Path!
Swing Across,INVALID,SPELL,NEUTRAL,"Swing Across INVALID NEUTRAL SPELL Take 10 damage or no damage, at random."
Walk Across Gingerly,INVALID,SPELL,NEUTRAL,Walk Across Gingerly INVALID NEUTRAL SPELL Take 5 damage.
Orsis Guard,INVALID,MINION,NEUTRAL,Orsis Guard INVALID NEUTRAL MINION Divine Shield
Orsis Guard,INVALID,MINION,NEUTRAL,Orsis Guard INVALID NEUTRAL MINION Divine Shield
Giant Insect,INVALID,MINION,NEUTRAL,"Giant Insect INVALID NEUTRAL MINION "
Giant Insect,INVALID,MINION,NEUTRAL,"Giant Insect INVALID NEUTRAL MINION "
Anubisath Temple Guard,INVALID,MINION,NEUTRAL,"Anubisath Temple Guard INVALID NEUTRAL MINION "
Anubisath Temple Guard,INVALID,MINION,NEUTRAL,"Anubisath Temple Guard INVALID NEUTRAL MINION "
Seething Statue,INVALID,MINION,NEUTRAL,"Seething Statue INVALID NEUTRAL MINION At the end of your turn, deal 2 damage to all enemies."
Seething Statue,INVALID,MINION,NEUTRAL,"Seething Statue INVALID NEUTRAL MINION At the end of your turn, deal 5 damage to all enemies."
Animated Statue,INVALID,MINION,NEUTRAL,Animated Statue INVALID NEUTRAL MINION You've disturbed the ancient statue...
A Glowing Pool,INVALID,SPELL,NEUTRAL,A Glowing Pool INVALID NEUTRAL SPELL Drink?
Drink Deeply,INVALID,SPELL,NEUTRAL,Drink Deeply INVALID NEUTRAL SPELL Draw a card.
Wade Through,INVALID,SPELL,NEUTRAL,Wade Through INVALID NEUTRAL SPELL Gain a Mana Crystal
The Eye,INVALID,SPELL,NEUTRAL,The Eye INVALID NEUTRAL SPELL Choose Your Path!
Touch It,INVALID,SPELL,NEUTRAL,Touch It INVALID NEUTRAL SPELL Restore 10 Health to your hero.
Investigate the Runes,INVALID,SPELL,NEUTRAL,Investigate the Runes INVALID NEUTRAL SPELL Draw 2 cards.
The Darkness,INVALID,SPELL,NEUTRAL,The Darkness INVALID NEUTRAL SPELL Take the Shortcut?
Take the Shortcut,INVALID,SPELL,NEUTRAL,Take the Shortcut INVALID NEUTRAL SPELL Get 1 turn closer to the Exit! Encounter a 7/7 War Golem.
No Way!,INVALID,SPELL,NEUTRAL,No Way! INVALID NEUTRAL SPELL Do nothing.
Chieftain Scarvash,INVALID,HERO,NEUTRAL,"Chieftain Scarvash INVALID NEUTRAL HERO "
Chieftain Scarvash,INVALID,HERO,NEUTRAL,"Chieftain Scarvash INVALID NEUTRAL HERO "
Trogg Hate Minions!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Minions! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy minions cost (2) more. Swap at the start of your turn.
Trogg Hate Minions!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Minions! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy minions cost (2) more. Swap at the start of your turn.
Trogg Hate Minions!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Minions! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy minions cost (11). Swap at the start of your turn.
Trogg Hate Minions!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Minions! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy minions cost (11). Swap at the start of your turn.
Trogg Hate Spells!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Spells! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy spells cost (2) more. Swap at the start of your turn.
Trogg Hate Spells!,INVALID,HERO_POWER,NEUTRAL,Trogg Hate Spells! INVALID NEUTRAL HEROPOWER Passive Hero Power Enemy spells cost (11). Swap at the start of your turn.
Stonesculpting,INVALID,HERO_POWER,NEUTRAL,Stonesculpting INVALID NEUTRAL HEROPOWER Hero Power Summon a 0/2 Statue for both players.
Stonesculpting,INVALID,HERO_POWER,NEUTRAL,Stonesculpting INVALID NEUTRAL HEROPOWER Hero Power Summon a Statue for both players.
Earthen Statue,INVALID,MINION,NEUTRAL,"Earthen Statue INVALID NEUTRAL MINION "
Earthen Statue,INVALID,MINION,NEUTRAL,"Earthen Statue INVALID NEUTRAL MINION "
Animate Earthen,INVALID,SPELL,NEUTRAL,Animate Earthen INVALID NEUTRAL SPELL Give your minions +1/+1 and Taunt.
Animated,INVALID,ENCHANTMENT,NEUTRAL,Animated INVALID NEUTRAL ENCHANTMENT +1/+1 and Taunt.
Animated,INVALID,ENCHANTMENT,NEUTRAL,Animated INVALID NEUTRAL ENCHANTMENT +3/+3 and Taunt.
Animate Earthen,INVALID,SPELL,NEUTRAL,Animate Earthen INVALID NEUTRAL SPELL Give your minions +3/+3 and Taunt.
Shattering Spree,INVALID,SPELL,NEUTRAL,"Shattering Spree INVALID NEUTRAL SPELL Destroy all Statues. For each destroyed, deal 1 damage. @spelldmg"
Shattering Spree,INVALID,SPELL,NEUTRAL,"Shattering Spree INVALID NEUTRAL SPELL Destroy all Statues. For each destroyed, deal 3 damage. @spelldmg"
Mine Cart,INVALID,HERO,NEUTRAL,"Mine Cart INVALID NEUTRAL HERO "
Mine Shaft,INVALID,HERO,NEUTRAL,"Mine Shaft INVALID NEUTRAL HERO "
Mine Shaft,INVALID,HERO,NEUTRAL,"Mine Shaft INVALID NEUTRAL HERO "
Flee the Mine!,INVALID,HERO_POWER,NEUTRAL,Flee the Mine! INVALID NEUTRAL HEROPOWER Escape the Troggs!
Flee the Mine!,INVALID,HERO_POWER,NEUTRAL,Flee the Mine! INVALID NEUTRAL HEROPOWER Escape the Troggs!
Chasing Trogg,INVALID,MINION,NEUTRAL,"Chasing Trogg INVALID NEUTRAL MINION "
Debris,INVALID,MINION,NEUTRAL,Debris INVALID NEUTRAL MINION Taunt.
Earthen Pursuer,INVALID,MINION,NEUTRAL,"Earthen Pursuer INVALID NEUTRAL MINION "
Lumbering Golem,INVALID,MINION,NEUTRAL,"Lumbering Golem INVALID NEUTRAL MINION "
Dynamite,INVALID,SPELL,NEUTRAL,Dynamite INVALID NEUTRAL SPELL Deal $10 damage. @spelldmg
Boom!,INVALID,SPELL,NEUTRAL,Boom! INVALID NEUTRAL SPELL Deal $3 damage to all enemy minions. @spelldmg
Barrel Forward,INVALID,SPELL,NEUTRAL,Barrel Forward INVALID NEUTRAL SPELL Get 1 turn closer to the Exit!
Spiked Decoy,MECHANICAL,MINION,NEUTRAL,Spiked Decoy MECHANICAL NEUTRAL MINION TauntCan't attack.
Mechanical Parrot,MECHANICAL,MINION,NEUTRAL,"Mechanical Parrot MECHANICAL NEUTRAL MINION "
Consult Brann,INVALID,SPELL,NEUTRAL,Consult Brann INVALID NEUTRAL SPELL Draw 3 cards.
Repairs,INVALID,SPELL,NEUTRAL,Repairs INVALID NEUTRAL SPELL Restore #10 Health.
Throw Rocks,INVALID,HERO_POWER,NEUTRAL,Throw Rocks INVALID NEUTRAL HEROPOWER Hero Power Deal 3 damage to a random enemy minion.
Archaedas,INVALID,HERO,NEUTRAL,"Archaedas INVALID NEUTRAL HERO "
Archaedas,INVALID,HERO,NEUTRAL,"Archaedas INVALID NEUTRAL HERO "
Lord Slitherspear,INVALID,HERO,NEUTRAL,"Lord Slitherspear INVALID NEUTRAL HERO "
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Lord Slitherspear,INVALID,HERO,NEUTRAL,"Lord Slitherspear INVALID NEUTRAL HERO "
Enraged!,INVALID,HERO_POWER,NEUTRAL,Enraged! INVALID NEUTRAL HEROPOWER Give your hero +2 attack this turn.
Enraged,INVALID,ENCHANTMENT,NEUTRAL,Enraged INVALID NEUTRAL ENCHANTMENT +2 Attack
Enraged,INVALID,ENCHANTMENT,NEUTRAL,Enraged INVALID NEUTRAL ENCHANTMENT +5 Attack
Enraged!,INVALID,HERO_POWER,NEUTRAL,Enraged! INVALID NEUTRAL HEROPOWER Give your hero +5 attack this turn.
Getting Hungry,INVALID,HERO_POWER,NEUTRAL,Getting Hungry INVALID NEUTRAL HEROPOWER Hero PowerSummon a Hungry Naga.
Famished,INVALID,ENCHANTMENT,NEUTRAL,Famished INVALID NEUTRAL ENCHANTMENT Quite Hungry.
Famished,INVALID,ENCHANTMENT,NEUTRAL,Famished INVALID NEUTRAL ENCHANTMENT Quite Hungry.
Getting Hungry,INVALID,HERO_POWER,NEUTRAL,Getting Hungry INVALID NEUTRAL HEROPOWER Hero PowerSummon a 1/1 Hungry Naga.
Getting Hungry,INVALID,HERO_POWER,NEUTRAL,Getting Hungry INVALID NEUTRAL HEROPOWER Hero PowerSummon a 2/1 Hungry Naga.
Getting Hungry,INVALID,HERO_POWER,NEUTRAL,Getting Hungry INVALID NEUTRAL HEROPOWER Hero PowerSummon a 5/1 Hungry Naga.
Endless Hunger,INVALID,HERO_POWER,NEUTRAL,Endless Hunger INVALID NEUTRAL HEROPOWER Hero PowerSummon a Hungry Naga.
Rare Spear,INVALID,WEAPON,NEUTRAL,"Rare Spear INVALID NEUTRAL WEAPON Whenever your opponent plays a Rare card, gain +1/+1."
Rare Spear,INVALID,WEAPON,NEUTRAL,"Rare Spear INVALID NEUTRAL WEAPON Whenever your opponent plays a Rare card, gain +1/+1."
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Hungry Naga,INVALID,MINION,NEUTRAL,"Hungry Naga INVALID NEUTRAL MINION "
Slithering Archer,INVALID,MINION,NEUTRAL,Slithering Archer INVALID NEUTRAL MINION Battlecry: Deal 1 damage.
Slithering Archer,INVALID,MINION,NEUTRAL,Slithering Archer INVALID NEUTRAL MINION Battlecry: Deal 2 damage to all enemy minions.
Cauldron,INVALID,MINION,NEUTRAL,Cauldron INVALID NEUTRAL MINION TauntDeathrattle: Save Sir Finley and stop the Naga onslaught!
Cauldron,INVALID,ENCHANTMENT,NEUTRAL,"Cauldron INVALID NEUTRAL ENCHANTMENT "
Cauldron,INVALID,MINION,NEUTRAL,Cauldron INVALID NEUTRAL MINION TauntDeathrattle: Save Sir Finley!
Slithering Guard,INVALID,MINION,NEUTRAL,Slithering Guard INVALID NEUTRAL MINION Taunt
Slithering Guard,INVALID,MINION,NEUTRAL,Slithering Guard INVALID NEUTRAL MINION Taunt
Naga Repellent,INVALID,SPELL,NEUTRAL,Naga Repellent INVALID NEUTRAL SPELL Destroy all Hungry Naga.
Naga Repellent,INVALID,SPELL,NEUTRAL,Naga Repellent INVALID NEUTRAL SPELL Change the Attack of all Hungry Naga to 1.
Giantfin,INVALID,HERO,NEUTRAL,"Giantfin INVALID NEUTRAL HERO "
Giantfin,INVALID,HERO,NEUTRAL,"Giantfin INVALID NEUTRAL HERO "
Mrglmrgl MRGL!,INVALID,HERO_POWER,NEUTRAL,Mrglmrgl MRGL! INVALID NEUTRAL HEROPOWER Hero PowerDraw cards until you have as many in hand as your opponent.
Mrglmrgl MRGL!,INVALID,HERO_POWER,NEUTRAL,Mrglmrgl MRGL! INVALID NEUTRAL HEROPOWER Hero PowerDraw 2 cards.
Murloc Tinyfin,MURLOC,MINION,NEUTRAL,"Murloc Tinyfin MURLOC NEUTRAL MINION "
Mrgl Mrgl Nyah Nyah,INVALID,SPELL,NEUTRAL,Mrgl Mrgl Nyah Nyah INVALID NEUTRAL SPELL Summon 3 Murlocs that died this game.
Mrgl Mrgl Nyah Nyah,INVALID,SPELL,NEUTRAL,Mrgl Mrgl Nyah Nyah INVALID NEUTRAL SPELL Summon 5 Murlocs that died this game.
Lady Naz'jar,INVALID,HERO,NEUTRAL,"Lady Naz'jar INVALID NEUTRAL HERO "
Lady Naz'jar,INVALID,HERO,NEUTRAL,"Lady Naz'jar INVALID NEUTRAL HERO "
Pearl of the Tides,INVALID,HERO_POWER,NEUTRAL,"Pearl of the Tides INVALID NEUTRAL HEROPOWER At the end of your turn, replace all minions with new ones that cost (1) more."
Pearl of the Tides,INVALID,HERO_POWER,NEUTRAL,"Pearl of the Tides INVALID NEUTRAL HEROPOWER At the end of your turn, replace all minions with new ones. Yours cost (1) more."
Skelesaurus Hex,INVALID,HERO,NEUTRAL,"Skelesaurus Hex INVALID NEUTRAL HERO "
Skelesaurus Hex,INVALID,HERO,NEUTRAL,"Skelesaurus Hex INVALID NEUTRAL HERO "
Ancient Power,INVALID,HERO_POWER,NEUTRAL,Ancient Power INVALID NEUTRAL HEROPOWER Hero PowerGive each player a random card. It costs (0).
Ancient Power,INVALID,HERO_POWER,NEUTRAL,Ancient Power INVALID NEUTRAL HEROPOWER Hero PowerAdd a random card to your hand. It costs (0).
The Steel Sentinel,INVALID,HERO,NEUTRAL,"The Steel Sentinel INVALID NEUTRAL HERO "
The Steel Sentinel,INVALID,HERO,NEUTRAL,"The Steel Sentinel INVALID NEUTRAL HERO "
Platemail Armor,INVALID,HERO_POWER,NEUTRAL,Platemail Armor INVALID NEUTRAL HEROPOWER Passive Hero PowerYour Hero can only take 1 damage at a time.
Platemail Armor,INVALID,HERO_POWER,NEUTRAL,Platemail Armor INVALID NEUTRAL HEROPOWER Passive Hero PowerYour Hero and your minions can only take 1 damage at a time.
Rafaam,INVALID,HERO,NEUTRAL,"Rafaam INVALID NEUTRAL HERO "
Rafaam,INVALID,HERO,NEUTRAL,"Rafaam INVALID NEUTRAL HERO "
